employee_id,first_name,last_name,gender,department,job_title,education_level,performance_rating,state,home_city,base_location,hiredate,birthdate,termination_date,overtime,salary,adjusted_salary
SD - 02223,Swati,Pereira,female,Software Development,Frontend Developer,Bachelor,Meets,Goa,Margao,Chennai,28-06-2023,10-07-1979,,No,1176136,1550376.952400598
QA - 02224,Ujwala,Modak,female,Quality Assurance & Testing,SDET (Software Development Engineer in Test),Master,Meets,Maharashtra,Nashik,Hyderabad,16-09-2022,10-06-1959,,Yes,360374,599832.3771854481
DA - 02225,Lalsanglura,Hmar,male,Data & Analytics,Data Analyst,Bachelor,Meets,Mizoram,Saiha,Chennai,08-11-2022,09-11-1981,,No,1680478,2261950.5979715744
QA - 02226,Vinod,Deswal,male,Quality Assurance & Testing,Manual Tester,Diploma,Meets,Haryana,Gurugram,Bengaluru,18-02-2016,08-04-1962,,No,577528,753241.7663885076
DB - 02227,Sachin,Shinde,male,Databases,Data Warehouse Developer,Master,Meets,Maharashtra,Nashik,New Delhi,16-09-2019,10-12-1992,,No,837641,1273538.3291692347
QA - 02228,Preeti,Agrawal,female,Quality Assurance & Testing,Security Tester,Master,Meets,Madhya Pradesh,Jabalpur,Bhubaneswar,11-04-2024,29-10-2001,,No,1306881,1973772.8008052013
AI - 02229,Huidrom,Singh,female,AI & Machine Learning,Computer Vision Engineer,Master,Partial,Manipur,Imphal,Hyderabad,22-04-2021,26-12-1957,,No,3722867,6285608.171105921
CD - 02230,Rohit,Kanungo,male,Cloud & DevOps,Platform Engineer,Bachelor,Meets,Odisha,Bhubaneswar,New Delhi,23-01-2023,19-12-1989,,No,2312631,2994460.211924358
AI - 02231,Suresh,Padmanabha,male,AI & Machine Learning,Prompt Engineer,Bachelor,Meets,Andhra Pradesh,Visakhapatnam,Hyderabad,30-11-2021,17-07-1984,,No,2635270,3672154.920363265
CD - 02232,Fatima,Sawant,female,Cloud & DevOps,DevOps Engineer,Bachelor,Exceeds,Goa,Margao,Hyderabad,21-03-2023,20-02-1960,,No,3101100,4356419.243938818
RD - 02233,Bhutia,Ranka,male,Research & Development (R&D),R&D Engineer,PhD,Meets,Sikkim,Namchi,Bengaluru,04-03-2017,03-11-1967,,No,1975736,3784988.9100175276
PS - 02234,Shashi,Tyagi,female,Product & Strategy,Product Director,PhD,Meets,Uttar Pradesh,Noida,Pune,13-02-2018,21-04-1987,,No,3344213,5900868.3329580305
SD - 02235,Ankit,Brahmbhatt,male,Software Development,Full-Stack Developer,Bachelor,Meets,Gujarat,Surat,Bengaluru,09-02-2022,16-11-2002,,No,2896870,3744942.268207416
DB - 02236,Sumit,Luthra,male,Databases,Data Governance Specialist,Bachelor,Exceeds,Delhi,New Delhi,Bengaluru,07-05-2019,16-01-1969,,Yes,1290694,1850235.8806147901
CS - 02237,Archana,Natu,female,Cybersecurity,Cloud Security Engineer,Master,Star,Maharashtra,Nagpur,Hyderabad,10-01-2019,01-02-1960,,Yes,2530951,4048273.977337216
DB - 02238,Leishangthem,Rajkumar,male,Databases,Database Reliability Engineer,Bachelor,Partial,Manipur,Imphal,Bengaluru,16-08-2017,14-08-1979,,No,2068649,2725572.9487231877
CD - 02239,Chuki,Imchen,female,Cloud & DevOps,Site Reliability Engineer (SRE),Master,Meets,Nagaland,Dimapur,Bengaluru,15-05-2024,14-07-1966,,No,3366141,5406072.369385346
QA - 02240,Suman,Kholia,female,Quality Assurance & Testing,Manual Tester,Diploma,Partial,Uttarakhand,Haridwar,Bengaluru,02-06-2024,29-04-1967,,No,1685021,2025726.3822521667
CD - 02241,Manasi,Mukherjee,female,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Master,Meets,West Bengal,Kolkata,Hyderabad,16-08-2024,27-02-1990,,No,682037,1036466.1443938824
SD - 02242,Yogesh,Soni,male,Software Development,React.js Developer,Bachelor,Meets,Gujarat,Ahmedabad,Hyderabad,15-06-2023,26-05-1987,,No,775693,1031387.5723950261
SD - 02243,Utpal,Goswami,male,Software Development,Software Programmer,Bachelor,Partial,Assam,Guwahati,Kolkata,20-06-2023,09-12-2003,,Yes,1453548,1881731.6084140243
AI - 02244,Tsukie,Kikon,female,AI & Machine Learning,Deep Learning Engineer,PhD,Meets,Nagaland,Dimapur,Kolkata,19-07-2023,25-12-1986,,No,3248873,5615531.192709765
FN - 02245,Prakash,Tiwari,male,Finance,Finance Manager,PhD,Meets,Madhya Pradesh,Gwalior,Bhubaneswar,15-03-2019,29-09-1974,,No,1690531,3156195.4805435794
SD - 02246,Alka,Tiwari,female,Software Development,Embedded Systems Engineer,Bachelor,Star,Bihar,Patna,Hyderabad,29-01-2016,21-04-1993,,No,2178924,2890050.3929972276
DC - 02247,Passang,Ranka,female,Delivery & Client Services,Service Delivery Lead,Master,Meets,Sikkim,Mangan,Bengaluru,18-03-2017,01-11-1975,,No,2166462,3519841.081333846
PS - 02248,Kumudini,Nanda,female,Product & Strategy,Business Analyst,Master,Partial,Odisha,Rourkela,Bengaluru,11-02-2022,07-12-1991,,No,2576517,3893763.3787304293
PS - 02249,Rohit,Coutinho,male,Product & Strategy,Strategy Consultant,Master,Meets,Goa,Panaji,Kolkata,13-08-2023,23-06-1982,,No,2932343,4602517.390212724
SD - 02250,Vidhan,Hansda,male,Software Development,Software Programmer,Bachelor,Meets,Jharkhand,Dhanbad,Hyderabad,05-06-2021,09-12-1990,,No,770255,987705.9249483952
AI - 02251,Isha,Kohli,female,AI & Machine Learning,Deep Learning Engineer,Master,Meets,Delhi,New Delhi,Pune,12-11-2024,21-08-1976,,No,2333139,3594102.4649502835
HR - 02252,Nirmala,Joshi,female,HR & People Ops,HRBP (Business Partner),Master,Exceeds,Uttarakhand,Haridwar,Bengaluru,18-01-2023,06-03-2000,,Yes,333850,505247.03921871365
AI - 02253,Deepa,Rajagopalan,female,AI & Machine Learning,AI Product Manager,Master,Meets,Tamilnadu,Coimbatore,New Delhi,12-11-2018,13-10-1969,,No,707278,1149307.8333395026
DB - 02254,Chandni,Mishra,female,Databases,Database Reliability Engineer,Bachelor,Meets,Jharkhand,Ranchi,Pune,18-08-2024,13-08-1964,,No,610962,907650.9035983774
AI - 02255,Anita,Rathore,female,AI & Machine Learning,NLP Scientist,Master,Meets,Rajasthan,Bharatpur,Hyderabad,08-09-2019,22-01-1974,,No,1482320,2396579.67136763
FN - 02256,Balwinder,Deol,male,Finance,Accountant,Master,Meets,Punjab,Jalandhar,Pune,14-11-2018,13-03-1986,,No,963806,1476753.2807490246
AI - 02257,Saurabh,Rai,male,AI & Machine Learning,Deep Learning Engineer,Bachelor,Meets,Bihar,Patna,Pune,23-05-2022,27-09-1971,,No,2586324,3748700.723055945
CD - 02258,Arif,Qureshi,male,Cloud & DevOps,Site Reliability Engineer (SRE),Bachelor,Meets,Jammu & Kashmir,Anantnag,Hyderabad,14-07-2019,04-06-1984,,No,2120407,2771275.0856047426
DC - 02259,Parvathy,Kuriakose,female,Delivery & Client Services,Service Delivery Lead,PhD,Partial,Kerala,Thiruvananthapuram,New Delhi,24-12-2021,31-08-1978,,No,1540175,2911328.5500400523
DC - 02260,Akash,Chaturvedi,male,Delivery & Client Services,Engagement Manager,PhD,Partial,Madhya Pradesh,Indore,Bengaluru,30-11-2023,14-09-1987,,No,763552,1332839.9350263646
RD - 02261,Patricia,Karmali,female,Research & Development (R&D),Solutions Researcher,Bachelor,Meets,Goa,Panaji,Kolkata,18-02-2019,13-02-1994,,Yes,2466776,3220893.1183605823
UX - 02262,Akanksha,Pattnayak,female,UI/UX & Design,Interaction Designer,Bachelor,Meets,Odisha,Cuttack,Bengaluru,21-04-2021,03-01-1957,,No,685424,1038443.4045966221
SD - 02263,Aishwarya,Hussain,female,Software Development,React.js Developer,Master,Exceeds,Telangana,Warangal,Pune,08-03-2015,07-03-1975,08-04-2016,No,2056657,3350710.4435494044
SD - 02264,Vidhan,Mishra,male,Software Development,Embedded Systems Engineer,Bachelor,Star,Jharkhand,Ranchi,Bengaluru,08-03-2021,16-07-1987,,No,1167274,1573444.6992416203
SD - 02265,Darshan,Hedge,male,Software Development,Embedded Systems Engineer,Master,Meets,Maharashtra,Nagpur,Hyderabad,23-10-2021,01-12-1976,,No,732115,1216953.4950134982
RD - 02266,Sneha,Banerjee,female,Research & Development (R&D),Solutions Researcher,Bachelor,Partial,West Bengal,Durgapur,Bengaluru,08-09-2023,30-09-1995,,Yes,805053,1039611.7000045268
CD - 02267,Mahesh,Verma,male,Cloud & DevOps,Cloud Engineer,Master,Below,Himachal Pradesh,Dharamshala,Bengaluru,23-12-2016,16-03-1981,,No,639161,1040012.088556745
SD - 02268,Megha,Sahu,female,Software Development,Principal Engineer,Master,Partial,Jharkhand,Ranchi,Bengaluru,07-12-2022,04-11-1988,,Yes,875029,1346799.4027064543
DA - 02269,Kapil,Luthra,male,Data & Analytics,ETL Developer,Bachelor,Exceeds,Delhi,New Delhi,Chennai,08-09-2023,23-03-1993,,Yes,1018892,1352217.9517469658
SD - 02270,Keerthi,Anand,female,Software Development,Full-Stack Developer,Master,Meets,Tamilnadu,Coimbatore,Hyderabad,06-05-2020,29-03-1982,,No,825780,1330014.2456815215
CS - 02271,Suchismita,Nath,female,Cybersecurity,Security Engineer,Master,Below,Assam,Silchar,Hyderabad,18-12-2021,01-10-1984,,Yes,1291893,2026730.1528648622
CD - 02272,Tarsem,Kaur,male,Cloud & DevOps,Site Reliability Engineer (SRE),Bachelor,Exceeds,Punjab,Chandigarh,Hyderabad,10-10-2016,07-06-1991,,Yes,3325740,4265504.766852453
QA - 02273,Vikrant,Soman,male,Quality Assurance & Testing,Manual Tester,Diploma,Star,Maharashtra,Mumbai,New Delhi,11-08-2020,09-09-1975,,Yes,960718,1148426.2907151186
SD - 02274,Pushpa,Nagar,female,Software Development,React.js Developer,Master,Meets,Chhattisgarh,Bhilai,Hyderabad,24-01-2022,08-12-1997,,No,2047117,3062914.2393228454
AI - 02275,Anjana,Bhuyan,female,AI & Machine Learning,Prompt Engineer,Master,Meets,Assam,Guwahati,New Delhi,16-02-2024,15-03-1972,,No,1616592,2726203.528650528
QA - 02276,Preeti,Kashyap,female,Quality Assurance & Testing,QA Engineer,Bachelor,Exceeds,Jharkhand,Dhanbad,Bengaluru,25-02-2020,01-05-1992,,Yes,1153946,1524946.2716869365
DA - 02277,Anitha,Kurup,female,Data & Analytics,Business Intelligence Analyst,Bachelor,Meets,Kerala,Kochi,Bhubaneswar,16-11-2016,26-08-1977,15-02-2019,Yes,2047845,2751130.3949556435
QA - 02278,Anita,Dutt,female,Quality Assurance & Testing,Security Tester,Master,Below,Himachal Pradesh,Mandi,Hyderabad,06-02-2022,15-01-1973,,No,995724,1631011.0712869342
HR - 02279,Bhupendra,Dubey,male,HR & People Ops,L&D Specialist,Bachelor,Meets,Madhya Pradesh,Bhopal,Chennai,25-02-2024,23-06-1964,,No,1143300,1617123.8961744637
QA - 02280,Kshama,Kalita,female,Quality Assurance & Testing,Automation Tester,Master,Meets,Assam,Guwahati,Bengaluru,16-02-2023,15-02-2002,,No,1363282,2072772.2722588265
SD - 02281,Irom,Khonglah,female,Software Development,Full-Stack Developer,Bachelor,Meets,Meghalaya,Shillong,Hyderabad,08-06-2019,15-03-1986,,Yes,1195225,1627645.7535008856
UX - 02282,Harini,Sharma,female,UI/UX & Design,Visual Designer,Bachelor,Meets,Telangana,Nalgonda,Bhubaneswar,16-09-2022,17-12-1972,,No,709446,994714.9565610691
SD - 02283,Shankar,Gowda,male,Software Development,Mobile App Developer,Master,Partial,Karnataka,Mysuru,Hyderabad,23-03-2022,08-10-1977,,No,2177076,3390406.13529826
AI - 02284,Sathish,Bhaskar,male,AI & Machine Learning,GenAI Engineer,PhD,Meets,Andhra Pradesh,Visakhapatnam,Bhubaneswar,08-08-2017,24-06-1979,,No,2054598,3629373.762009944
QA - 02285,Sheetal,Singh,female,Quality Assurance & Testing,SDET (Software Development Engineer in Test),Master,Meets,Bihar,Patna,Hyderabad,16-03-2023,28-04-1995,,Yes,1168789,1796410.6612401344
DA - 02286,Nisha,Acharya,female,Data & Analytics,Data Engineer,Master,Meets,Gujarat,Ahmedabad,Hyderabad,29-12-2017,23-07-1987,,No,1840192,2806731.5091037583
DA - 02287,Sanjay,Dhiman,male,Data & Analytics,Analytics Consultant,PhD,Meets,Himachal Pradesh,Manali,Pune,07-04-2018,09-05-1983,,No,891544,1634986.8620235457
SD - 02288,Jagdish,Chamar,male,Software Development,Software Programmer,Bachelor,Exceeds,Chhattisgarh,Raipur,Bengaluru,09-06-2017,19-05-1968,,No,1099192,1584479.0074887527
CS - 02289,Lanuomi,Rimü,female,Cybersecurity,Penetration Tester,Bachelor,Meets,Nagaland,Mokokchung,Hyderabad,03-06-2022,14-02-1996,,No,3060416,3922489.799892037
AI - 02290,Preethi,Naik,female,AI & Machine Learning,Prompt Engineer,Master,Exceeds,Karnataka,Dharwad,Bengaluru,11-04-2021,17-10-1987,,No,3305943,5166010.865796333
RD - 02291,Archana,Nanda,female,Research & Development (R&D),R&D Engineer,Master,Partial,Odisha,Cuttack,Bengaluru,03-11-2019,16-05-1971,,Yes,3383014,5706907.621115741
PS - 02292,Tina,Doshi,female,Product & Strategy,Strategy Consultant,PhD,Meets,Gujarat,Vadodara,Pune,01-02-2018,09-03-1972,,No,1500811,2844902.183155709
HR - 02293,Manzoor,Sofi,male,HR & People Ops,HRBP (Business Partner),Master,Below,Jammu & Kashmir,Baramulla,Bhubaneswar,21-05-2022,24-07-1981,,No,355542,558102.3729652546
SD - 02294,Iqbal,Rizvi,male,Software Development,React.js Developer,Master,Meets,Telangana,Warangal,Pune,26-03-2024,30-09-1978,,No,555080,876185.7669787561
RD - 02295,Shubhangi,Gomes,female,Research & Development (R&D),Innovation Engineer,Bachelor,Meets,Goa,Panaji,Hyderabad,06-02-2015,07-12-1988,01-01-2024,No,3694129,4768948.976412412
SD - 02296,Lokesh,Wagh,male,Software Development,Software Programmer,Bachelor,Meets,Maharashtra,Pune,Bengaluru,08-09-2024,02-03-1988,,No,1508443,2044213.1670746151
SD - 02297,Imtiaz,Nag,male,Software Development,Software Engineer,Master,Meets,Jharkhand,Jamshedpur,Bengaluru,20-10-2023,29-09-1971,,Yes,658596,1083037.389963409
RD - 02298,Pallavi,Bajaj,female,Research & Development (R&D),R&D Engineer,Master,Star,Delhi,New Delhi,Bengaluru,06-08-2021,03-07-1988,,No,2044401,3109894.7283537732
SM - 02299,Sonam,Thakur,male,Sales & Marketing,Performance Marketer,Master,Meets,Sikkim,Geyzing,Bhubaneswar,23-08-2019,25-12-1977,,Yes,1263104,1939343.1832433532
QA - 02300,Sujata,Shirke,female,Quality Assurance & Testing,Performance Tester,Bachelor,Meets,Maharashtra,Pune,Bengaluru,10-08-2021,12-01-1975,,No,1760655,2437201.206164826
PS - 02301,Tanya,Sarin,female,Product & Strategy,Product Owner,Bachelor,Below,Delhi,New Delhi,Bengaluru,24-07-2020,12-09-1999,,No,3096157,4018698.773522123
RD - 02302,Cecilia,Mendonca,female,Research & Development (R&D),Innovation Engineer,Master,Meets,Goa,Panaji,Bengaluru,01-07-2021,26-02-1971,,Yes,2598866,4145694.7158410307
DA - 02303,Geeta,Garg,female,Data & Analytics,Analytics Consultant,Master,Partial,Madhya Pradesh,Gwalior,Bengaluru,28-03-2022,02-05-1988,,No,2944028,4619768.0831526015
SD - 02304,Ritu,Oraon,female,Software Development,Full-Stack Developer,Master,Meets,Chhattisgarh,Raipur,New Delhi,25-08-2021,02-06-1967,,No,2150519,3681676.5893367613
CD - 02305,Aman,Kumar,male,Cloud & DevOps,Site Reliability Engineer (SRE),Master,Meets,Jharkhand,Jamshedpur,Bengaluru,12-12-2023,03-06-1976,,No,2810261,4639742.336042283
SD - 02306,Neha,Pandey,female,Software Development,React.js Developer,Master,Meets,Chhattisgarh,Bhilai,Bhubaneswar,19-08-2023,09-10-1976,,No,2195601,3465647.0911527155
CS - 02307,Meena,Parida,female,Cybersecurity,Application Security Engineer,Bachelor,Exceeds,Odisha,Sambalpur,New Delhi,17-11-2023,01-08-1998,25-05-2025,Yes,2892221,3791989.548255034
SD - 02308,Pankaj,Bajpai,male,Software Development,Angular Developer,Master,Meets,Uttar Pradesh,Noida,Bengaluru,18-12-2019,20-11-1991,,No,1438751,2191555.519390237
SD - 02309,Vijay,Yadav,male,Software Development,Full-Stack Developer,Master,Meets,Bihar,Patna,Bengaluru,17-01-2015,26-07-1990,,No,2109668,3176042.939481404
CS - 02310,Naresh,Agarwal,male,Cybersecurity,Security Engineer,Bachelor,Meets,Uttar Pradesh,Prayagraj,Bengaluru,20-06-2022,07-11-1974,,Yes,929537,1306397.1476498535
SD - 02311,Ashok,Prasad,male,Software Development,Software Programmer,Bachelor,Star,Karnataka,Dharwad,Bengaluru,26-12-2019,27-09-1974,,No,2619378,3661923.4534084876
SD - 02312,Nang,Tangsa,female,Software Development,Full-Stack Developer,Bachelor,Meets,Arunachal Pradesh,Pasighat,Bengaluru,08-02-2024,02-09-1981,,No,680238,888691.5193848273
CD - 02313,Pushpa,Nanda,female,Cloud & DevOps,Cloud Security Architect,PhD,Meets,Odisha,Sambalpur,Bhubaneswar,15-08-2021,25-06-1990,,No,1997704,3498064.6433923654
SD - 02314,Lata,Panchal,female,Software Development,Software Programmer,Bachelor,Meets,Rajasthan,Jaipur,Pune,09-12-2023,02-02-1997,,No,2808362,3618229.048495329
CS - 02315,Pratibha,Santana,female,Cybersecurity,Security Architect,Master,Exceeds,Goa,Panaji,Bengaluru,29-11-2019,24-11-1997,,No,3246536,4918221.625543788
CD - 02316,Sowmya,Paul,female,Cloud & DevOps,Cloud Engineer,Master,Star,West Bengal,Kolkata,Pune,01-07-2017,04-12-1978,,No,1745514,2737272.1222027536
SD - 02317,Mayur,Dixit,male,Software Development,Software Programmer,Bachelor,Below,Maharashtra,Pune,Bhubaneswar,24-04-2022,23-08-1964,,No,2302585,3177318.018906965
SD - 02318,Ranju,Chowdhury,female,Software Development,Angular Developer,Master,Partial,Tripura,Udaipur,Pune,02-11-2020,20-09-1990,,No,868321,1311606.61975775
CS - 02319,Krishna,Menon,male,Cybersecurity,Cloud Security Engineer,Bachelor,Meets,Kerala,Palakkad,Bengaluru,19-12-2024,12-10-1964,,No,1900115,2724748.692067871
AI - 02320,Radhika,Sonavane,female,AI & Machine Learning,Deep Learning Engineer,PhD,Below,Maharashtra,Nashik,Bhubaneswar,09-07-2024,27-04-1977,,Yes,904298,1720306.6176998473
CSRV - 02321,Sangeeta,Chhabra,female,Customer Service,Customer Support Engineer,Master,Meets,Delhi,New Delhi,Bengaluru,16-05-2020,19-09-1974,,No,563488,928081.5283706818
DA - 02322,Kalyani,Jagadev,female,Data & Analytics,Statistician,PhD,Partial,Odisha,Rourkela,Bengaluru,14-04-2022,29-06-1977,30-03-2024,No,516848,910893.2390171433
CD - 02323,Yogesh,Dudi,male,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Bachelor,Partial,Rajasthan,Jaipur,Kolkata,23-05-2021,08-11-1976,,No,552751,774514.6633713747
PS - 02324,Chirag,Sanghvi,male,Product & Strategy,Product Director,PhD,Partial,Gujarat,Gandhinagar,Pune,27-06-2020,21-05-1990,,No,3296089,5965542.1966709355
CD - 02325,Shailesh,Parekh,male,Cloud & DevOps,Infrastructure as Code (IaC) Engineer,Master,Partial,Gujarat,Vadodara,Hyderabad,02-11-2024,30-09-1983,,No,2463337,3762516.638312845
DB - 02326,Pushpa,Mishra,female,Databases,Database Administrator (DBA),Master,Meets,Odisha,Sambalpur,Bengaluru,02-05-2024,08-12-1983,,No,459353,713843.6166466511
SD - 02327,Khonglah,Kharlyngdoh,male,Software Development,Frontend Developer,Bachelor,Exceeds,Meghalaya,Tura,Bengaluru,07-07-2022,30-06-1993,12-03-2023,No,2094879,2685581.407529048
UX - 02328,Dipika,Solanki,female,UI/UX & Design,Product Designer,Master,Partial,Gujarat,Gandhinagar,Hyderabad,27-09-2024,16-10-1973,,No,1547617,2554223.0922703277
LC - 02329,Tsokozü,Rio,male,Legal & Compliance,Data Privacy Officer,Bachelor,Meets,Nagaland,Mokokchung,Pune,12-01-2024,09-01-1989,,No,1168406,1521252.0312233549
CD - 02330,Priya,Sane,female,Cloud & DevOps,Cloud Engineer,Bachelor,Partial,Maharashtra,Mumbai,Hyderabad,13-05-2017,16-02-1982,,No,3041491,3992070.0985729555
SD - 02331,Naveen,Mehra,male,Software Development,Principal Engineer,Master,Partial,Delhi,New Delhi,New Delhi,08-06-2020,26-07-1975,,Yes,2133203,3341446.6996323606
UX - 02332,Vimla,Samantaray,female,UI/UX & Design,Product Designer,Master,Meets,Odisha,Cuttack,Bengaluru,06-05-2022,26-05-1969,29-05-2025,Yes,1838842,2872897.3034188338
CD - 02333,Santosh,Munda,male,Cloud & DevOps,Cloud Engineer,Bachelor,Meets,Chhattisgarh,Bhilai,Bengaluru,15-12-2022,24-04-1991,,Yes,1461620,1967081.8088792663
SD - 02334,Damodar,Pinto,male,Software Development,React.js Developer,Bachelor,Star,Goa,Panaji,Bengaluru,01-09-2019,23-11-1968,,No,2132578,3122752.8030184656
SD - 02335,Naveen,Balasubramanian,male,Software Development,Mobile App Developer,Bachelor,Meets,Tamilnadu,Madurai,Bengaluru,17-03-2017,26-08-1965,,No,1277020,1828535.2832574325
SD - 02336,Parvathy,Dev,female,Software Development,Mobile App Developer,Master,Meets,Kerala,Thiruvananthapuram,Kolkata,08-11-2022,17-10-1992,,Yes,1243271,1960831.2305126498
IT - 02337,Harshad,Bhagat,male,IT Support,Network Engineer,Master,Below,Gujarat,Ahmedabad,Kolkata,16-04-2015,23-11-1975,,No,942217,1474342.7408819885
SD - 02338,Rohit,Hedge,male,Software Development,Mobile App Developer,Master,Meets,Maharashtra,Nashik,Bhubaneswar,21-10-2023,12-01-1995,,No,658317,1002163.0981136606
AI - 02339,Sheetal,Choudhary,female,AI & Machine Learning,GenAI Engineer,PhD,Meets,Bihar,Patna,New Delhi,17-02-2022,08-09-1988,,No,616683,1122165.040204196
AI - 02340,Keerthi,Naidu,female,AI & Machine Learning,Prompt Engineer,Master,Meets,Andhra Pradesh,Amaravati,Bengaluru,13-04-2022,15-06-1971,,No,2731310,4609404.045184311
IT - 02341,Poonam,Dhiman,female,IT Support,IT Helpdesk Specialist,Bachelor,Exceeds,Himachal Pradesh,Manali,Hyderabad,22-06-2022,27-11-1988,19-03-2025,No,1147425,1502174.260092321
DB - 02342,Naveen,Rao,male,Databases,Database Reliability Engineer,Master,Meets,Andhra Pradesh,Kakinada,Hyderabad,27-08-2019,03-07-1968,,Yes,2674705,4400302.957583489
AI - 02343,Shilpi,Tete,female,AI & Machine Learning,Deep Learning Engineer,Bachelor,Meets,Jharkhand,Ranchi,Bengaluru,23-02-2022,13-12-1982,,No,1194110,1667175.590784106
OP - 02344,Bibhuti,Acharya,male,Operations,Supply Chain Analyst,Bachelor,Meets,Odisha,Rourkela,Pune,19-02-2015,21-03-1969,,No,522456,736622.2853332203
DA - 02345,Sana,Babu,female,Data & Analytics,BI Engineer,Master,Meets,Telangana,Khammam,Bhubaneswar,05-08-2024,29-01-2003,,Yes,1300366,1944717.85126458
SD - 02346,Ketan,Bhagat,male,Software Development,Embedded Systems Engineer,Master,Meets,Gujarat,Ahmedabad,Bhubaneswar,15-04-2021,21-04-1996,,No,1449502,2206239.033068706
